,attribution,count
Hitler,0.20881517727459575,1
refuse,0.15936739902747804,5
promote,0.11089995342544898,2
fetishise,0.3017839762501395,1
saviour,0.13584833084240738,1
bureaucracy,0.17473688250357935,2
Wahhabism,0.1487804496426981,1
fact,0.08632573503821295,5
scapegoat,0.10318540574498053,1
Quite,0.3200153730645927,1
opposite,0.12011771978486936,1
mass,0.07842089028170317,1
but,0.08523457849944457,5
radical,0.228542651487705,6
acknowledge,-0.2200656728946653,1
Shupe,-0.20809922137404901,1
designation,-0.17946904065585723,1
lobby,0.1661652056071924,2
wildfire,-0.07071679064250627,1
apocalyptic,0.03632353680015863,1
deployed,-0.02909062150372558,1
Betrays,0.13339561232659297,1
Left,0.09549001227686138,2
War,0.07052327691748699,1
Transgenderism,0.05865315565275028,1
Claims,0.08625008326568828,2
partisan,0.11094211741553447,1
his,0.11050820178515705,7
hasn,0.07635724768766089,1
plan,0.06641031454013405,1
name,-0.006704364115438684,2
Sure,0.09605951315866601,2
Harlem,-0.08517181591309816,1
income,-0.06781096721545354,2
crazy,0.08966583236126757,1
America,0.07673636514904536,8
else,0.06089592132321714,1
evil,0.18498342048761424,2
fix,-0.07922810130636417,1
highlight,-0.0784593228801228,2
news,0.08503216669144649,2
strong,-0.07731575587980577,1
very,0.07458878220126532,1
S,-0.07211026186756844,5
seat,-0.0427627633483949,1
in,-0.06614098031073945,22
Omar,-0.1438701446542031,1
denounce,-0.10221348988441593,1
Speaker,-0.0990144119442028,1
shield,-0.018113538701635686,1
Va,-0.02441753661971645,2
wave,-0.01154916124794044,1
of,0.05511212354219604,33
Saturday,-0.10418646386788026,3
secretly,0.2758155722094934,1
politically,0.17102516208762442,2
industry,0.20048592935211607,2
target,0.021061972021439918,2
callous,0.1285510689037227,1
indifference,0.12380342631543112,1
Republican,0.11426886851468927,8
Party,0.07766126267159063,2
illustrates,0.06270015372190578,1
Korea,-0.06751275537017842,1
watch,-0.052740252801844474,1
China,0.10875113159251863,3
Japan,-0.0453094926390172,1
donation,-0.046997317494875346,1
difficult,-0.0321734087927036,1
usually,-0.03192252234195122,1
expense,-0.0212270702439434,1
include,-0.17349763269649093,4
value,-0.13217281983699697,1
bill,-0.10332514436719725,2
topic,-0.11896974751495425,1
citizen,0.11885633971896561,1
crackdown,0.11610978497560635,1
anger,0.11220622586811169,1
This,0.05365054747783469,6
rule,-0.12615374222815268,1
gender,-0.11715644341617572,1
Donald,0.08337711305478769,7
As,0.1254357366371095,2
defend,0.09110845942153695,1
fuel,0.11055027585316082,2
voice,-0.0989667708081976,1
occasion,-0.08791531463776192,1
use,0.0009479898418495678,3
conservative,0.10525923358474994,5
miracle,0.1245481263943662,1
drug,0.08313216097250595,1
ghoul,0.21550120722622795,2
Limbaugh,0.14235912884929838,2
McConnell,0.10023064767839679,2
like,0.1034253258777424,4
provoke,-0.061224214107753444,2
illegal,0.20004637989975965,4
alien,0.08993646353178834,3
Warren,0.10025170279477351,1
legal,0.015184926160391167,2
White,0.22395724959315402,3
limelight,0.18023392134646524,1
mob,0.1016720926158944,3
during,-0.10622021209828854,3
plague,0.2187079727211137,1
bureaucratic,0.20389648590140635,1
ration,0.09254463906443028,1
same,0.07508788730514003,3
exaggerate,0.10941202369779443,1
hatred,0.0736330382602873,3
extremist,0.06264529432043596,2
ruling,-0.16045262162206653,1
vowed,-0.11819774321607365,2
appeal,-0.029393851626587808,2
profit,0.14989725378479943,1
wealthy,0.10539432879142274,2
overhaul,0.08244947786821859,1
obscure,0.1361997364156771,1
Indeed,0.1164148915382893,2
didn,0.09104861012526999,1
whole,0.05972107042256013,1
desperation,0.056800145970244825,1
endeavor,0.03981052039821993,1
bad,0.22897770381570573,3
push,0.11381970084185508,2
should,0.14818506358595168,3
anyone,0.12961378080349262,1
nothing,0.11184336697251915,4
And,0.10023595485841477,5
hellish,0.19720560495852288,1
confuse,0.13408547823712338,1
So,0.08724819584557778,4
immigration,0.06376927612485221,1
gullible,0.11305507583706198,1
narrative,0.13808304228477136,2
hysteria,0.07029533852408879,1
boost,0.06869675672581183,1
disgrace,0.17896194855479441,1
Arpaio,0.0953307743378556,1
controversy,0.08899073836456062,2
Hollywood,0.23368618698466073,2
openly,0.11648479730211023,2
lesbian,-0.11528404492016535,1
feature,-0.07296528232027674,1
false,0.1154091848706705,5
isn,0.06507504230866501,4
have,0.06999812212562569,20
afraid,0.05414352066029551,1
under,-0.06887810298690113,1
Last,-0.05084972051137254,1
massive,0.0864532052429946,5
Bernie,0.12234051387351805,1
Sums,0.11398370613661064,1
Save,0.08207579518781255,1
left,0.12872009437314658,12
To,0.08560972821643097,1
circumstance,-0.051955578453484176,1
Wednesday,-0.09305072781942414,3
sting,0.04278092519223295,1
told,-0.13134868154115187,4
federal,-0.026775085897858687,1
too,0.13974335757396736,3
long,0.06817095627572867,3
predictable,0.1027984013695964,2
hang,0.13710398389756734,1
around,0.08549118129408666,2
February,-0.081696057303796,1
humiliate,0.0650698822421659,1
coronavirus,-0.05943518760242278,5
brilliant,0.10158867070552369,1
Backed,0.06982568465590527,1
Rourke,-0.15819750346371086,1
suspend,-0.10715147433764977,1
modest,0.15408588511011034,1
splurge,0.15186561264494872,1
evah,0.14028976835060067,1
vomit,0.12051232858691859,1
barely,0.09589160419362196,1
madness,0.10866771371012163,2
us,0.08747245635752267,1
far,0.14479732793034203,3
dishonor,0.12313912288787696,1
away,0.09124648832396931,1
legacy,0.07780708954397571,1
its,0.044238682087193594,3
take,0.095963132177998,5
only,0.12264693786399994,5
trans,0.1289209000440271,1
charity,-0.06764337347408422,1
currency,-0.1645061431306572,1
allow,0.10621512590956501,3
attack,0.018748118200108833,4
over,-0.06707785926408164,2
serve,0.04075976686255519,1
demagogue,0.07219670510946091,2
authoritarian,0.036342045406912896,1
fever,0.030834972848643245,1
masculinity,0.027570887376786587,1
Even,0.2709159481217451,1
slam,0.19916611285039929,1
Marche,0.14301342512605286,1
sport,0.12890124159395241,1
member,-0.0802836032938414,1
perverse,0.2469070249618813,1
disaster,0.18275392175498784,2
pandemic,0.037477521104025906,4
Charleston,-0.019059879811249444,1
Two,-0.014324297789962453,1
ignore,0.18284682304739772,3
class,0.02362481403037379,3
Conservative,0.10076420786050555,1
meet,-0.06347575747602714,1
shit,0.20636216257886575,2
hide,0.06344865726001664,1
plat,0.055733863617172856,1
Modi,0.05018705876177013,1
president,0.08348374022958574,9
laugh,0.1336330441054843,2
tirade,0.17799384346456737,1
who,0.12139105066439598,8
Trumpism,0.17138566056817092,2
urge,-0.145991958820316,2
rare,-0.1640080168829747,1
challenge,-0.09283683696303256,1
block,0.12779019864718305,1
tremendous,0.07968450236619952,2
unbearable,0.09487571073649977,1
Department,0.1134305078788885,2
police,-0.011109363769114713,2
white,0.1287612846524008,9
pale,0.1505554661366697,1
few,0.0603529330998165,2
by,0.07532835679854215,4
gain,-0.05129038502381785,1
sloganeer,0.09096425797661925,1
business,0.12600050176254945,7
Politicians,0.06804619986516108,1
or,0.042182324443463017,4
But,0.08486609394273432,5
excuse,0.09102614362538489,2
will,0.08272782917123864,1
democrat,0.08198354676087972,1
Republicans,0.12138774117085589,10
governor,-0.02071671351306239,2
raving,0.06220280771757924,1
science,0.08412910869246874,3
Rosana,-0.03863997314849689,1
co,-0.037208434076389116,1
social,0.05190175202208999,2
footage,-0.020114497188851287,1
Roe,0.17739259646657166,1
decade,0.17552235176505124,1
simply,0.1318451524923828,1
judicial,0.09565390175296207,1
Or,0.15583159524280876,1
paint,0.08243947265843006,1
can,0.1280025262207149,2
leftist,0.19640531051702914,6
electoral,0.06538125663521019,1
obnoxious,0.19653738484612704,1
outright,0.16906638152344586,1
become,0.15080765060292883,2
point,0.10237876464436163,2
racist,0.21268213424724702,6
whose,0.1298161049593161,1
mockery,0.09080650106616586,1
institution,-0.014286594699184509,2
conspiracy,0.10838603817620125,2
religious,0.07533156859851545,2
those,0.13498827966556395,3
fear,0.09190353617239444,3
objection,0.09003765857038244,1
Lawmakers,0.06970063371267773,1
millionaire,0.1567548397930349,1
gruff,0.1473776073968053,1
socialist,0.20299523594046467,2
He,0.08769820319632982,2
prop,0.1294217858292765,1
misuse,0.11304780593139249,1
American,0.11020898554096507,7
indulge,0.12908754419672278,2
aggrandise,0.11368674274761424,1
Johnson,0.09931468644756279,1
lunatic,0.0847749218083176,1
money,0.06801634537015747,1
wing,0.09938930293315448,7
government,0.055273642360645,2
sham,0.04876704594719314,1
rampant,0.18651155677862996,1
bias,0.14215582919559763,2
Pompeo,-0.07372258402019305,1
Eagle,-0.03282847215802798,1
spoke,-0.03155306918767587,1
messy,0.029940433245809178,1
Wichita,-0.027737527413501165,1
sandbag,0.21521628302477425,1
Democrats,0.13436076414980144,15
Christians,0.04165414375790562,1
welfare,0.04799109366093522,2
pathologized,0.11771466252946203,1
sexism,0.07141827589543252,1
Despite,0.06090158113045295,1
note,-0.11251470421354473,2
continued,-0.08801887421180829,1
Texas,-0.029673762159795766,1
Carolina,-0.025248892419033456,1
eight,-0.02065412749784248,1
year,-0.057127192348898376,3
disgust,0.22859201962410486,2
political,0.15531612124152208,7
taxpayer,0.23019139129604616,1
liberal,0.12057634958642442,7
burden,0.08422751463584,2
less,0.08385969440923043,2
with,0.03285060274141938,8
continue,0.19117662149530867,1
ripped,0.1361432879462471,2
correspondent,-0.14402045357625126,1
Union,-0.07483229600337103,1
bastard,0.1463717139230883,1
Conspiracy,0.1316163875887582,1
Age,0.1089448623699689,1
immure,0.08753274563613882,1
Violent,0.0800432351057807,1
Washington,0.2570899420354641,1
insane,0.1535690580150675,1
thing,0.13620948155424076,3
backbiting,0.10702739855676383,1
repugnant,0.08596355768630463,1
hardly,0.07732507253614224,1
present,0.06848748818598974,1
Nunes,0.3092742486401965,1
lash,0.2926666428299136,1
Devin,0.19056503943212436,1
Internet,0.1491564298554938,1
ignorance,0.1744706748518276,1
utter,0.17101371591009412,1
mistaken,0.11436485499834775,1
wealth,0.06532478364547284,1
nasty,0.1770081498769374,1
fan,0.14532084425514863,1
racial,0.08035687360836324,1
terrorist,0.16333891977445605,5
Goddamn,0.044932684115473874,1
coddle,0.03876432863515782,1
mugger,0.07867365224127117,1
leftism,0.06488351126621779,1
alone,0.05910927744089267,1
spark,-0.11699563885304042,1
scourge,0.0966571225267756,1
hometown,-0.0741875758534077,1
large,-0.06166657555498088,2
amid,-0.030027874487642915,1
month,-0.04204421978677397,3
check,-0.021905027163458025,1
purchase,-0.01771002022346484,1
thinly,0.07404816029241654,1
aren,0.08929870054782062,1
mind,0.07164527901129833,1
climate,0.13966915943647149,3
Guardian,0.12010397877518933,1
expert,-0.16696190020402046,1
While,0.14751008644970898,1
criticism,-0.1425005441871521,1
transphobic,0.14113431406318283,1
decision,-0.12075683295646997,1
crap,0.10141414278976842,3
chaos,0.07799871474742323,3
jumped,0.11228537041700763,1
Ocasio,-0.09706688151248201,1
earlier,-0.23442236878098288,1
blame,0.12545519110078546,4
wife,-0.13157090908808702,1
passionately,0.12465937870467887,1
President,-0.040293113114100734,4
arrogant,0.11031123849366614,1
blatant,0.09783332575758306,1
simple,0.08015387157356661,1
typical,0.1172841310009638,1
accuse,0.025659180217345347,2
alike,0.11176573309713156,1
specter,0.05609120536922235,1
impose,0.053319626430922765,1
report,-0.15506015780936686,3
number,-0.008624119078610624,3
initial,-0.12292940416032039,1
call,0.07563765337655347,2
sale,-0.11551419833487334,1
Like,0.07959182823299868,1
Biden,-0.021489298820463458,5
appease,0.09242170565538557,1
bizarre,0.1727075646614297,5
truly,0.07266570555605698,1
1990s,-0.033003772386091035,1
many,0.05218377584497248,2
North,-0.030491363217261275,1
drew,-0.028816519487226185,1
brazen,0.1725731222667794,1
plot,0.12193859998303162,1
gut,0.08919816849135023,1
than,0.028973464010073214,6
Far,0.03236017417927614,1
U,0.0779449995640474,2
worker,0.12205038623945758,1
landscape,0.10411503518688939,1
collar,0.09285018546634313,1
Breitbart,0.08328445624718027,3
won,0.15264952532663084,1
state,-0.06433426048874182,4
corrupt,0.1984005172900036,1
jail,0.10896895307874586,1
embarrass,0.14097773158475452,1
saddle,0.11997692965233209,1
Oops,0.11964434717813971,1
day,0.11913768271771893,1
Harking,0.08544335893573808,1
fume,0.23588635223179052,1
Donnell,0.10314400189463453,1
Lives,0.0896924042125284,2
O,0.07957098418127993,1
tell,-0.07394031703366724,1
fascist,0.15773387314611298,2
cult,0.06924943099284075,1
monkey,0.274227029818526,1
Primate,-0.10723321989031329,1
particularly,-0.10677548768643186,1
gas,0.0488545721110037,3
Kentucky,-0.019629344274944675,1
while,-0.019324951983067662,1
before,-0.014452519547117439,1
scoff,0.26547700493195,1
Psychosis,0.21708941480553595,1
quickly,0.04575293851756559,1
overrule,0.14403544092193485,1
intervene,-0.12624638124502624,1
burnish,0.19528515542410824,1
might,-0.10674689548612136,1
Harris,-0.1058188217738448,1
bow,0.21607514902134187,1
aggressive,0.10718742449913392,1
situation,-0.07430097021750755,1
indisputable,0.1468686488111943,1
well,0.09042342335613575,5
Joe,0.10160034381838885,1
much,0.06575008172255414,2
racy,0.17558068258116263,1
post,0.14921892982457377,1
important,0.1280202382253772,1
completely,0.17899761769655897,2
Just,0.1366251892577964,4
why,-0.0016179231254494116,4
essay,-0.2067511936352263,1
inflict,0.12155272519004916,1
advanced,0.12020161250329678,1
doctor,-0.0457646162042503,1
ISIS,0.17727489475015965,1
flee,-0.16754730011271418,1
attempt,0.12440591926219341,2
million,0.1008838048245012,3
misinformation,0.21905181274850552,2
time,0.16575062539670218,1
infighting,0.13577162427208894,1
spent,0.08784720888264475,2
dodge,0.21928968397414206,2
pan,0.16380886904380992,1
universally,0.1342950749931857,1
question,-0.03645946748534387,3
Tuesday,-0.10981521740004704,4
vow,-0.16164659553952057,1
candidate,-0.022657093410803575,2
blast,0.10338336793836045,2
when,0.20580835133479475,2
regime,0.1061739215780686,2
stingy,0.09108741451382278,1
Instead,0.08451960556616717,1
traditional,0.0792222946955698,1
usurp,0.22370782562128255,1
want,0.11913050548892627,6
unleashes,0.1357116727049013,1
Bloomberg,0.1549924424079803,3
agenda,0.11080567659361877,3
Act,-0.1118765372984653,1
stark,0.20622919105215773,1
no,0.06189416209552313,4
peaceful,0.15463369547453745,1
demonstration,-0.11590600086235946,1
moron,0.06602458595809224,1
give,0.045822710516843175,1
Trash,0.037826724738048795,1
reaffirms,0.03535851307219956,1
crony,0.3901750926044269,1
benefit,0.1202215170028443,1
analysis,-0.08325919942891521,1
threaten,0.0666524825691176,1
Bill,0.2577426995504744,1
Nancy,0.15554469774748567,2
Pelosi,0.17559063507540176,3
Proposes,0.130660685411442,1
Stuffed,0.10779102927548705,1
choke,0.14057227906175612,1
alive,0.010254961134503249,2
democracy,0.23658688206704256,1
frenzy,0.1481387705648925,1
Crazytown,0.13579504014792315,1
unprecedented,0.13190423513780905,1
hipster,0.3348455207891349,1
woke,0.17029722788667162,2
example,0.12440498871165565,2
tweet,-0.13992730947102888,4
50,-0.12186349618670073,1
transgender,-0.026712295283800418,4
etc,0.08966917186328001,1
advocate,0.08621238031567985,2
reject,0.11595147043367517,1
privilege,0.165944454766008,2
found,-0.11095171720916841,2
incoherent,0.34222701909332826,1
neutrality,0.05898326096169436,1
way,0.091561924662182,4
Right,0.17755739534097917,2
fail,0.10238148436652743,5
foment,0.04663955610100119,1
stunt,0.1406645377086906,3
prime,0.13398120884967674,2
up,0.07050871649138668,4
often,0.047753270471029195,2
clear,-0.126724657513596,2
claimed,0.18069597937907378,4
Mary,0.13811921984273018,1
contradict,0.25005457381383156,2
relatively,-0.10729526994504533,1
BLM,0.1262516708441998,1
her,0.05134772951266248,4
defund,0.18117313220126377,1
meant,0.1659621869003056,1
against,0.12092671106991441,6
go,0.13767979891035,3
Because,0.14389509714511944,1
drastic,0.1342906065959809,1
Statue,-0.20243861650387646,1
Muslim,0.12701714697023186,1
reading,0.09122164959148905,1
untrammeled,0.08532331135144829,1
rental,0.13410711874422487,1
sacred,0.12554011480024016,1
encourage,0.1460312010745577,1
rail,0.07989175222888607,1
behavior,0.07444941857948123,2
Big,0.13753746939593325,2
Racism,0.1276562310062904,1
Opposes,0.09139048723233853,1
Slave,0.08615812523476375,1
Labor,0.08613450127478753,2
inept,0.10971073922187428,1
ignorant,0.06438193399081334,2
figure,0.11297216548986681,1
Anyone,0.09529586289875845,1
heavy,-0.06750655582212908,1
know,0.059521865627720286,2
flagrantly,0.2816924145173953,1
quite,0.15627300946268033,1
Means,0.11968102497404468,1
violate,0.08454073282519922,1
pitfall,0.16339095129841485,1
ability,0.12184552576747949,1
wannabe,0.16837805019727317,1
strongman,0.14361178043187975,1
our,0.15237888533076407,3
obsession,0.20654435780901673,1
lead,-0.13634946784190743,2
LaPierre,0.10707850039452355,1
unready,0.20853939141234254,1
euro,0.20396391613029524,1
statist,0.20850551841486895,1
mentality,0.18662802149239996,1
populism,0.08697286446754414,1
Here,0.08562992502476978,1
do,0.08244740270862627,2
lie,0.18159916504709786,3
anything,0.060028291688141215,1
dandy,0.1302863070052571,1
Monday,-0.07372418960983687,5
disarray,0.18779258578208466,1
unwelcome,0.14980911612641007,1
sight,0.09505701296548788,1
gang,0.1008581775108882,1
Obviously,0.07301737323523035,1
even,0.16195812483136623,5
don,0.16471660085454487,2
squeeze,0.14238776473229917,2
wait,0.1357709321416494,1
salary,0.10701621887214399,1
replace,0.1667209267121146,1
giveaway,0.10855007983877304,1
uglier,0.2981258692171998,1
diarrhea,0.19681595877836017,1
verbal,0.1621216239723818,1
brag,0.19794647001242932,2
procedure,-0.14050321769585547,1
movement,-0.12556125367206503,1
demonize,0.08840777009049898,1
tactic,0.037177551975935565,1
Democracy,0.1906412072944266,1
party,0.11569050915966976,2
indifferent,0.12993272455672475,1
Mussolini,0.06782428953685439,1
victory,0.056695208634652335,1
guzzle,0.35196216192435553,1
vocal,0.0065924727196512295,2
movie,0.10477619644306614,2
doom,0.31940919165332055,1
already,0.17698912221336704,1
may,-0.1328565596790914,1
power,0.13189012150302845,3
leader,0.07837828057218652,2
audience,-0.07800576064990128,1
law,0.06557162657031339,3
supporter,-0.03155652210916465,3
castigate,0.0548345815642523,1
bigot,0.04249742849073036,1
hellbent,0.04015284511110911,1
egregiously,0.04914119386663903,1
little,0.07042447226702615,3
men,0.09760076814852547,2
crime,0.10371575573480132,2
WHO,-0.11380346304626646,1
Tedros,0.10338772979849327,1
Pfizer,0.08722967984869016,1
big,0.0834448312198044,1
corruptly,0.07817326487727942,1
machination,0.14170916050434088,1
deceitfulness,0.09200676345089104,1
outrage,0.2124663008104712,1
journalist,-0.14662442216563581,1
quarantine,0.04812500611215913,1
shtick,0.10807718725915244,1
muscle,0.13647052445493577,1
blue,0.122246815934699,1
legislative,0.10688567021167841,1
country,-0.03936603813740948,1
European,-0.037181886164024465,1
Wealth,0.02049454634181971,1
politician,0.1584608199844449,2
cheer,-0.09626776652856041,1
homosexuality,-0.03906512704975324,1
skeptic,0.2692226801878246,2
brasher,0.2217546626202889,1
suppose,0.10114117847424275,2
enough,0.048606031416464066,1
shamelessness,0.04313388223609971,1
irrelevant,0.1480051952538163,1
arbitrary,0.13269056280241218,1
virus,-0.01426645846928011,2
fantasy,0.13984810609264756,1
reality,0.16566712351174503,3
foam,0.24188548367107698,1
mouth,0.1336699209762088,2
subordinate,0.1589368133118902,1
independent,0.13710225797489634,1
style,0.128612799877708,1
protest,-0.12599380386459824,2
unaccountable,0.1435183887157569,1
exorbitant,0.1918761950143689,2
giant,0.1034530242965935,1
monopoly,0.0837983949370854,1
surprising,-0.11361903252147566,1
accord,-0.05584137045041293,3
dash,0.1503388211525021,1
great,0.19831491966047088,2
Thursday,-0.09623503320157091,3
antisemitic,0.29206911061769947,1
ardently,0.16513026689690927,1
March,0.11958721080313116,1
start,0.09643287638437853,1
mess,0.3921463645267967,1
face,-0.07390510254505703,2
auto,0.0808312493238869,1
result,-0.08496521069642982,1
see,-0.07696975703817738,1
sin,0.3448543996169023,1
blown,0.2920991457717183,1
grovel,0.12563396413432829,1
now,0.10858510145725182,4
30,-0.025647897659817467,1
brutal,0.02048439279728205,1
fallacious,0.4600180369816195,1
real,0.08292241215253147,2
equally,-0.0439656560710498,1
Unfortunately,0.09342082771752996,1
correctness,0.07401812013309368,1
impossible,0.04722572843655609,1
affect,0.05543261330599033,1
buffoonery,0.08799959567679778,1
quack,0.09879779853397958,2
unbridled,0.05967481664354707,1
job,0.08444308061379159,2
Antifa,0.17983357810865488,2
easily,0.08851380081296088,1
search,-0.053436613917232145,1
after,-0.23104967784063893,1
supremacy,0.18970297127750965,1
yoga,-0.1259024650260601,1
former,0.03769509127260221,1
owner,0.10111064277807047,1
total,0.05033505150577423,1
sweaty,0.04908590619514511,1
fraud,0.04797026516294298,1
propagandist,0.21322206485417203,1
astute,0.2524827055779122,1
observer,0.2115713611575385,1
eager,0.15780024327902453,1
could,0.05633625523450806,1
sit,0.05406388802826891,1
TV,0.04756362757991231,1
lib,0.045240585469748344,1
litigator,0.13403912878387378,1
pro,0.15253227265204955,2
gambit,0.10974390155212088,1
endgame,0.0789194643658642,1
Green,0.07234852537674455,2
demonization,0.08230880383566261,1
sadly,0.0850369146252825,1
circus,0.06988839696469654,1
unite,0.04373014153739991,1
sicken,0.037302463698887095,1
request,-0.16054389073212522,2
attorney,-0.17270264546524128,1
An,-0.1597955527844611,1
economy,0.20203593692431107,1
ask,0.015395109937402285,2
strategy,0.1469564808827286,1
wage,-0.08634120076484113,1
astronomical,0.07569621333966733,1
follow,-0.07061745680405687,1
player,-0.06290317699743354,1
hater,0.19534297781271562,1
slave,0.1361793499292005,1
proud,0.09051874731409829,1
organize,0.08565857652881767,1
opposition,-0.0503127922651194,2
love,0.28414018085120035,1
deride,0.1791854958875119,1
return,-0.11361949742259943,1
safety,-0.1073365752920926,1
fire,0.10117035817679094,1
survey,-0.10051487810035846,1
health,-0.008966411770549923,2
Garza,-0.020389135551332108,1
oppression,0.019062349110760265,1
depression,0.205614304926978,1
tax,0.10624447627328303,2
hold,0.08297882257895194,1
bloat,0.22412862682004772,1
unsustainable,0.11634589180507368,2
Health,0.0871076997595197,1
trillion,0.07827866916630402,2
5,0.04384535957608099,1
green,0.11074449601566506,1
group,-0.05811516671450512,3
junky,0.23325298622487356,1
bust,0.183519872423705,1
chance,-0.06718832390940888,1
ducked,0.2580150291550118,1
official,-0.10660863410050297,1
once,-0.0051718093735024576,2
cripple,0.06802852407854743,1
afford,-0.06525408054354136,1
graduate,-0.054672323273268396,1
astonish,0.13108578535237267,1
lack,0.11343811404448359,2
defenseless,0.08315075030092486,1
helpless,0.08279932164949912,1
hungry,0.05601981809942883,1
crusader,0.12405496703361622,1
mom,0.08859114277767569,1
vaxxers,0.06991474733389755,1
exchange,-0.056542634558624634,1
inequality,0.08300570140788736,2
distraction,0.08080759256453984,1
blunder,0.12167537113673098,1
Avenue,0.07507103807568731,1
theory,0.05412896539096444,1
disproven,0.038582283339018995,1
assumption,0.03536301968155117,1
inflammatory,0.16154353653384418,1
downplay,0.11341542689574056,1
Bevin,0.0954918825715681,1
reckless,0.08255446528525061,1
powerful,0.19386203229803753,1
ideological,0.179767544451978,1
Hillary,0.12767963623519696,1
aggressively,0.12544328585996262,1
unyielding,0.11010267327882281,1
public,0.06008913868434461,1
chief,0.04247628725072998,1
side,0.04219577052724412,1
fake,0.09398451288502249,1
twist,0.18623654960388417,2
overlord,0.06563980776087894,1
Naturally,0.05960969983715439,1
change,-0.12650007881860934,2
unlikely,-0.13512144244754778,1
healthcare,0.12492787571856187,1
because,0.1279057534352811,2
denies,0.10754315150003568,1
indicate,-0.18522936827700512,1
some,-0.13190833885150346,3
protester,-0.10330231700723226,3
foe,-0.14402119951799772,1
Buy,0.13165819172826626,1
major,-0.0776944537186702,1
record,-0.08655109224484908,2
celebrity,0.12034919893436131,1
monster,0.10296380650792228,2
apart,0.06020341850235713,1
