,attribution,count
fail,0.1334240169813536,16
make,0.0379467933955344,12
They,0.09727829481177773,13
this,0.06438282149346435,25
scant,0.1422853472265401,2
among,-0.10903658991005365,6
and,-0.060461295779546224,108
against,-0.019274600311896713,13
ego,0.5955214719365601,1
really,0.05010444014287429,8
have,0.0112860951425694,56
an,-0.03226907653568926,15
despicable,0.14902352144835976,3
stop,0.03641533153802005,6
decision,-0.08691632063252984,10
take,0.03859882458585929,11
unclear,-0.18224924842527357,6
finalist,-0.12344950470662133,1
stoke,0.14423602374785527,4
whether,-0.13772745861645877,19
Lieberman,0.04282515598709608,4
not,0.027413342611878836,73
of,-0.05292817673645774,91
deserve,0.14496925352683845,7
write,-0.08880508750398212,15
incompetence,0.2518573880930006,1
gross,0.12872896770959255,3
there,-0.11370244221469701,6
mismanagement,-0.139160138995756,1
President,-0.05624620451795431,21
Obama,0.11173911650022196,66
instead,0.10325989043012343,4
real,0.13378022430284686,2
seriously,0.06447981117221357,2
hypocritical,0.2243159523677353,3
dishonest,0.12633663120510516,3
Medicare,0.03731917249759072,5
ad,-0.0519168893443395,8
Lis,-0.08178418560117362,1
posturing,0.1536313786773741,1
waste,0.12025152258392105,5
call,-0.13465444413335023,55
House,-0.10423082630347637,29
they,0.10111627677237119,20
pound,0.155989324350514,2
AARP,0.02587108051546185,4
speak,-0.07565176512442423,3
senior,-0.011787033039009208,2
in,-0.06698318980872071,65
threaten,0.0900705361021086,4
physically,0.14898426952975846,1
recently,-0.08095486640695491,2
January,-0.0864871922979972,1
bad,0.17530794387231938,13
even,0.1302744819093289,24
than,0.017997021859469574,10
internecine,0.1995682796825358,1
share,-0.12066608285578923,4
show,0.0774578317348444,9
by,-0.018677861641248714,15
Facebook,0.008844574277991443,2
professor,-0.06638487406951019,2
insufficiently,0.05799038258290137,3
ethic,0.14488476316135654,2
question,-0.1293389756763265,11
dog,0.12362843722437449,3
dishearten,0.21080314860843713,2
incredibly,0.1375539201487295,3
want,-0.0293908215852332,13
which,-0.022966443373700764,7
for,-0.059657452471035474,47
openly,0.0870376179337332,1
stress,-0.0662928325020419,2
ironclad,0.06337174506497914,3
Ginsburg,-0.07663122745614674,8
Donald,0.07665939838953278,8
I,-0.08110132481228745,52
can,0.04232343822166199,8
devastate,0.1888273585538122,2
poor,0.11640075545607789,2
impact,-0.09970161416502256,3
punishable,-0.10260994548157112,1
prison,0.08978345032444497,1
This,0.06528011777696836,22
You,0.07646386384641446,5
FBI,0.05309361374353194,11
such,0.061797427338558295,8
shoe,0.04115054821483216,1
Court,0.04374533107303834,2
program,-0.12728191452115417,5
If,-0.04561221682805001,5
unaffordable,0.0561830553350153,1
class,0.09224143037186915,5
Calvin,0.134344538975604,1
suppose,0.10699795801734088,2
tale,-0.09621696917592977,1
sick,0.21759859167343204,2
stomach,-0.1670428081928092,1
That,0.0026877252918900366,8
my,-0.04030100460022299,8
left,0.036554452236448674,2
voting,0.020368369615991287,1
like,0.08224295397913131,25
blast,0.1961495461979347,3
lawmaker,-0.085894641115319,5
mixed,-0.08441893442498358,1
ridiculous,0.2737367945609569,5
the,-0.009332363016925456,123
cross,0.09446724431658027,1
she,-0.03028179911685401,18
public,-0.08023524799174361,4
trust,0.054934193497638596,3
gain,0.05004988223725923,1
position,-0.08429632599728615,9
week,-0.09046131245154432,7
Boehner,0.007194684098820013,7
date,-0.06808353265024222,1
dishonesty,0.35199815166389314,1
told,-0.13150950715488452,33
com,-0.07839805326772963,1
It,0.0048514564032467065,20
Bozell,-0.05777021130455139,1
cannot,-0.030521484306087036,6
Fox,0.14292081982190707,5
guy,0.1130916765349224,2
kill,0.19649909949604655,2
elephant,0.08619188517771262,1
Americans,0.02882920905199751,12
stamp,0.3479783678991991,1
out,0.0319568782341015,10
door,0.20102726030990029,1
ballot,-0.12107285554578374,3
applaud,0.13898649479398853,1
something,0.1168269072213296,1
tea,0.06809533053163778,3
decimates,0.05381051669151824,1
plan,-0.07773736999400813,4
spit,0.19755058562096747,1
Cleaver,-0.10357837446249796,1
he,0.027604415501656376,47
Mo,-0.05172194399851779,1
thank,-0.08569860345640286,1
it,0.020612263149401296,26
discus,-0.062147373844581834,2
Democracy,0.21663497515975502,1
crazy,0.16491031403621667,8
people,0.07266684082962249,7
doesn,0.12665277383767976,5
pundit,0.07232173695210856,1
man,0.09932495164043574,8
political,0.0992298969498493,25
campaign,-0.030389103387465262,21
address,-0.18901653872457638,6
conversation,-0.21566070772591509,2
add,-0.09755255281868613,12
fulsome,0.08024408063417053,1
control,0.09457921302388377,3
balance,-0.13435198420240277,1
Jim,-0.08788558136906577,1
resign,0.16923836933120673,3
Party,0.10255823324201445,7
destruction,0.12563144937553053,1
American,0.08174203285063664,6
Tea,0.08767426512045219,5
those,0.045282371574328205,5
family,-0.0021334527074570384,4
On,-0.12600914279723927,6
will,0.016999765232028282,6
Putin,0.09673397569898239,4
some,-0.06995236510449795,9
administration,0.035406938456483336,10
drew,-0.10517483405140879,5
criticism,-0.10521511295818117,9
candidate,-0.13041974809269632,6
still,-0.10051880901917606,1
on,-0.08428634886854108,61
primary,-0.10533898847950869,3
unabashedly,0.06564530792663513,1
governor,-0.020292419324466886,10
Tuesday,-0.07180464533506671,11
impeachment,0.058339563034437256,2
see,-0.03922179725730608,5
ruling,-0.1213382605737197,3
Griffin,-0.008282696466845346,2
couple,-0.05407630409387464,2
what,-0.046835334725057666,15
account,-0.12304151464283457,6
conservative,0.11643453396962115,25
beat,0.2080207573717861,2
Trumps,0.07477446924308066,1
laid,-0.15501543145794025,1
refuse,0.10619042453288295,14
Mrs,-0.11430150882670718,3
discrimination,-0.1042590397085078,3
abhor,0.03564996629448351,1
squirm,0.3870636009511964,1
also,-0.09787457691964777,11
beaten,0.20518345136298055,1
economics,-0.14192658571613923,1
at,-0.06645687352536292,26
echoed,-0.2029461006619173,1
its,-0.0901881464529996,1
miss,-0.0656239786562613,2
delay,-0.16481957450118506,2
paycheck,0.00770902894210642,2
reputation,0.08142939509604624,1
presidential,0.0354970273556396,4
politics,0.13520703977750254,5
mother,-0.15983103242079416,1
often,-0.07257658963252295,3
if,-0.08731088093043152,5
tough,0.01698490143179927,2
time,-0.07376296627717369,14
D,-0.09903181124984184,5
Nancy,-0.05606254590710887,3
difference,0.028246578558589207,3
private,-0.18387989750171302,1
day,-0.04570209624128619,6
server,-0.07691088336792716,2
indictment,-0.01628945550096387,4
Muslims,0.0892071490190412,2
tweet,-0.12724058572610897,11
situation,-0.14272188340356662,1
over,0.01746273426430952,10
period,0.018976708399331108,2
opportunity,-0.04517937888651089,3
side,0.07393963455686392,5
action,-0.0971898200857779,7
comprehensive,-0.1677389705035953,3
reduce,-0.13455279071397067,2
argue,-0.18090821807444843,6
suggestion,-0.10110095084248161,2
attempt,0.06961691669417346,3
who,0.017323002984646643,28
how,-0.053385767206140064,8
untenable,0.07433789354222264,1
himself,-0.0006716234727333098,10
hurt,0.10485404631319752,4
worker,0.03588133988761689,1
thrown,0.12100251824448534,1
Republican,0.07093656413508646,23
Iran,-0.03609013131887766,3
nowhere,0.4560644728367534,1
go,0.01842899754567826,11
proposal,-0.09069035202537859,5
just,0.08543339987982537,13
note,-0.11136248877533132,10
accuse,-0.12104616132190654,13
their,0.09129207646278398,15
furlough,-0.18502335576991102,1
senator,-0.14802911736829727,5
nearly,-0.07767733871194876,2
progressive,0.12957390455379036,4
faker,0.4553297830054769,2
CNN,0.09334065526512655,4
double,0.10458541578385082,3
claw,0.06388698753411189,1
way,0.004237485940646157,5
field,-0.0856899361612621,3
away,0.06595879823260986,5
return,-0.11750468112195242,5
gotten,0.11700233533774371,2
request,-0.11364877021510217,8
review,-0.05427587624710981,3
disclose,-0.07783063969990348,2
spokesperson,-0.003265374799938174,1
progressivism,0.12960344146064887,1
hero,0.12857307736320003,1
three,-0.006595838339803373,2
photo,-0.13144042446208754,5
Shields,0.15178408514356878,1
first,-0.10467504272308933,13
uproar,0.1683139720528229,2
would,-0.0073284611428421536,16
become,0.017591714945918626,5
race,-0.0837806344877579,3
document,-0.08646315359403971,7
risk,-0.08392742150766828,1
Prosecutors,-0.06867118256108533,1
evidence,-0.11263560179489211,3
or,-0.07565966931780084,6
clarify,-0.18079131255694397,4
last,-0.05007512198250987,3
enact,-0.11237938496041136,1
Mr,-0.010521091477144945,28
but,-0.019004732980384634,24
gay,0.13210737612314769,11
tax,-0.06506729499597505,3
Williams,-0.11444536231525089,1
could,-0.051043433984660644,10
Treasury,-0.10402041781431011,1
shoot,0.19804763497016184,2
force,0.08431274291157198,4
Bangor,-0.09161961792967485,1
partisan,0.1652894314292498,4
plot,0.16216495793990413,1
Some,-0.1237640556692368,8
burnish,0.18265655447615262,2
help,0.06720395909952277,5
foreign,-0.08762403512030971,2
nominee,-0.11644572244015643,8
marked,-0.08886249939393223,2
whose,0.01639473109437799,3
criticize,-0.11603270255104443,12
use,-0.027800404964894665,6
illegal,0.14766155701974393,9
budget,-0.08219713467123818,1
jail,0.06568986300381036,1
power,0.05875819055541364,11
64,-0.08130451807999545,1
know,-0.07494587677537583,10
But,0.0818266233902321,28
investigation,-0.11770371585085414,9
involve,-0.10444908413882659,3
testimony,-0.10850495818112614,1
squelch,0.05739818097303125,1
drumbeat,0.08937661012532833,2
Clinton,0.10279414810683668,27
Almost,0.04870329215177666,1
ultrarich,0.2121443443914615,2
circle,-0.052967937129735965,2
different,-0.017837523049367556,3
bureaucrat,0.070301756103335,2
struggle,-0.06826204929719282,2
you,0.10808018269278591,12
Saturday,-0.061507563585635645,4
release,-0.10632543029949709,13
submit,-0.10710120766361896,2
support,-0.06718955036084433,14
brief,-0.03390963558443812,2
S,-0.10107749885777768,15
unconscionable,0.6083770839412174,1
seat,-0.139918686550424,3
60,-0.0533156985766575,3
get,0.042765835973569796,10
try,0.003655846705452409,2
elect,-0.003405007309001664,3
Sanders,0.14840805372700366,2
face,-0.07783144292378634,8
all,0.024362748912719983,9
organization,-0.04894593899949009,3
hell,0.27917290815624385,4
Calling,-0.10531161247358937,1
coward,0.10280140825751222,2
snivel,0.058229837470374995,1
device,-0.10473877653203868,1
provide,-0.04738370031452084,4
Mickey,0.061346001783741125,1
moment,-0.12434155110086534,1
come,-0.03784700249938133,9
whatever,0.07194542436351421,1
love,0.08694014072244699,6
regardless,-0.08378272029643463,1
law,-0.046227316163853824,11
nation,0.11628303024618368,8
delete,-0.17445620261265118,1
email,-0.09520984179562406,10
committee,-0.06002503949518032,6
response,-0.04128041949725585,6
pointless,0.06135909609940471,3
wall,0.059121992663689706,5
rumor,-0.10379366007937477,1
remark,-0.061200592343727656,5
later,-0.08600104086508681,6
proxy,0.01984262070538647,2
terrible,0.2376858667729404,2
agree,-0.08249162431935299,3
choice,-0.11259413082070953,1
supervise,-0.1238236618149951,1
briefed,-0.10001319272177323,2
internal,-0.10326005143212609,1
through,-0.061279783089285604,3
nothing,0.1217732707632733,5
far,0.06313719912345338,4
cycle,0.087286070329185,1
Obamacare,0.22172396328550933,2
Why,0.2288430033159135,4
To,0.06978417184312428,2
pay,-0.010699011907802357,2
tattoo,-0.11825155705284242,3
strategist,-0.10776455778008855,1
Pelosi,0.14518335778971475,14
resist,0.06157519469978906,3
rancor,0.08937702815376608,1
beneath,0.13845196626993647,1
court,0.11393400172453388,1
God,0.13938207030357072,4
Carney,-0.12941883071229354,1
Representatives,0.11676577628338596,1
reference,-0.14047242370993698,9
unless,-0.14481117740677493,1
Christie,0.10611347464165981,7
May,-0.08433215285400417,1
hasn,0.10713699670255868,1
Koch,0.10024481296247367,1
t,0.030289635996797296,15
since,0.007185780525754325,5
Weiner,0.12530252368594932,6
sore,0.12325578233964943,1
demand,0.027416234212569623,4
seven,0.12458442954981541,2
congressman,0.003002451216452003,6
do,-0.02513153195082424,23
back,0.0018996385705294383,5
swipe,0.058408969692392926,2
false,0.19038160125671105,7
claim,-0.05853345305528977,7
baby,0.07783879043736905,2
behind,0.11061385859098369,2
admits,-0.12531878418600254,1
opponent,0.12211716661707889,1
quote,-0.10051824183764362,3
one,0.01021007293167318,8
medium,0.0457874253597591,8
commit,0.04546260217153401,1
character,-0.024673926902781168,1
ridicule,0.2275400065890317,1
debate,-0.05058797185035626,8
system,-0.024998869758181046,2
undermine,0.16614034808580577,7
without,0.01923792496956663,6
payment,0.030398226847256144,1
statement,-0.06522581222999489,13
access,-0.01605966741101993,3
travel,-0.06459698080822801,4
wide,-0.12139244579797992,2
Lyin,0.26793278645502794,1
Cruz,0.11031341895767913,4
picture,-0.11908502667363073,1
Ted,0.07528998470990765,3
absence,-0.2005394012452541,1
appal,0.13383770587504235,2
Lindsey,-0.06778297855729323,1
encompass,-0.09914983760848961,1
job,0.0680412852742683,4
rail,0.11162499106038241,2
Reflecting,-0.09771260735217215,1
government,0.08020828815617868,11
logic,0.06263020558943734,1
lack,0.05777399859059003,1
open,-0.0899508964433753,3
senseless,0.07765118075475644,1
torpedo,0.16802099253146466,1
unleash,0.17786478247433207,1
Biden,0.08612165292535559,10
brawler,0.14940366769851776,1
For,-0.060864406882854584,1
freewheel,0.14033168506884938,1
from,-0.06779325022800818,14
talk,0.020890050867357828,8
minute,-0.12130870844170774,1
un,-0.09031818127058674,1
uncompensated,0.17047046837384122,2
dangle,0.11756866985586345,3
Batting,0.11195713270377726,2
traitor,0.08347494016086128,3
offend,-0.03223189219691954,3
because,0.05550809660394055,7
consider,-0.09846580860275646,6
after,-0.07805914901998848,13
attack,0.08959181971613485,15
White,-0.010995698755362802,4
Democrat,0.1264757752487309,9
Petraeus,0.06579561943442497,2
outrage,0.14315647736046952,3
prompt,-0.12183892611327418,2
abortion,0.1375660213527661,4
relinquish,-0.05039598370958879,1
each,-0.0350766784365974,2
deferment,-0.10920802893341058,3
virtually,0.0741655791885828,2
Reserve,-0.07429489779843002,1
sent,-0.056099044150394926,5
awful,0.20390734121658188,2
First,0.09591766267903243,2
teen,0.09830602129517056,2
alien,0.11067057277483862,1
immigrant,0.034224970899559407,4
reward,0.0738027144136494,2
cave,0.06901448205287258,2
fellow,-0.06140697699892251,1
helpfully,0.20519765198735376,1
so,0.08986860465851215,12
Wednesday,-0.06746385103899423,10
morning,-0.05089380109926292,2
urge,-0.14742949757632548,8
part,-0.03562099318503357,4
outstanding,-0.13797294679745345,1
alleges,-0.25004391309948276,2
C,-0.0851073204494272,2
justice,0.019899498211433102,2
thought,-0.0831873474422353,2
always,-0.13469434020909857,3
concerned,-0.07825797834492204,4
fantasy,-0.01671676094985967,2
unpopular,0.032349021009982,1
With,-0.00434042736274709,2
Cantor,0.02711648506663298,2
contend,-0.04067538926597678,1
Fund,-0.02238535300226853,2
benefit,-0.07678804851347079,1
2036,-0.0659330145688097,1
Trust,-0.07379759253872932,2
unrelated,0.04429258818974456,1
wholly,0.043395799883607124,1
contrary,0.04091781677113219,1
kind,0.008301353794651148,3
change,-0.08078660530379848,7
slash,0.04646935280069764,2
excoriate,0.041755908527313965,2
Budget,-0.029664134650314988,2
president,0.06658753230477533,31
don,0.05198640976794179,14
think,0.03626116035107746,8
with,-0.04246651127203846,33
never,0.09078750142611634,5
lie,0.15651516906048057,15
interjection,-0.07098797700397687,1
R,-0.09062578643477065,8
accusation,0.04776348646444031,1
butt,0.18982494940137604,2
nature,-0.10811986720386418,2
seemingly,0.08285200671671367,2
these,0.12387225257771178,6
seem,-0.01706121641004766,3
recommendation,-0.07423058629705699,3
evaluator,-0.042949051509191864,1
evaluation,-0.040943920199272114,1
Monday,-0.1490667043523607,3
cheer,0.07548497656696423,2
agent,-0.11894099418381221,2
ally,0.13509351807512934,1
February,-0.0949486476016223,1
official,-0.11212400469218319,7
Thursday,-0.0989759424520755,7
unlawfully,-0.11717377003826086,1
well,0.11490552017783622,6
opportunistic,0.07839960754041585,1
cheat,0.03976008332030123,2
prophet,0.10771990673867948,5
Sen,-0.07408956952042661,6
hate,0.11201447288058948,3
Chick,0.03514764743040486,1
up,0.09147894569208993,6
Coulter,0.09073559731161908,2
again,0.041714586095401705,3
suggest,-0.10399222108601078,5
lose,0.16896686417334725,3
least,0.18345659465044603,2
At,0.03091198072281486,5
play,-0.1220468274521926,2
respect,0.019028589930768378,8
So,0.04817559605887764,3
matter,-0.02289014061403386,2
relationship,-0.11307937523247846,2
States,-0.01559087542747839,4
between,-0.06590485175237248,1
activist,-0.1037008942660479,1
member,-0.03964588850200339,10
challenged,-0.07988850856424931,1
proper,0.13700281897720817,1
arm,0.0314737208610777,3
reprise,0.17729889276557828,1
immigration,0.10647206344936044,5
national,-0.10994406314001687,2
rip,0.09089618020728761,2
agenda,0.08811576504408508,6
duck,-0.037908983624513885,1
GOP,0.16034675751314925,10
entitlement,0.049732941289174874,2
ago,0.05139715683695587,1
Next,0.04474010544979841,1
fool,0.174066508008345,2
conspiracy,0.11341747293150842,2
deal,-0.056277862995666304,7
now,0.06322040066700572,9
leader,0.04313866461627604,5
interviewer,-0.07988025589921609,1
once,0.05495094138681041,1
bigoted,0.16708835268794583,3
resolution,-0.06439795114856194,1
right,0.058626936546385344,5
Bush,0.1203204083085011,3
figure,-0.02019366700007267,2
undermines,0.23047441726061973,2
everything,0.07763473605960348,2
confidence,-0.037308177307093945,1
hypocrite,0.1411017260996913,2
guard,0.0488406687232821,1
group,-0.03762002448171949,6
inject,0.06462839432776578,1
partisanship,0.07546503603894528,2
destructive,0.1510684755862028,4
proud,-0.16905902784053828,1
Senate,-0.12532438573661592,14
when,0.03759902684539343,9
explosive,0.11707676066272492,2
heighten,-0.06089650306756051,1
report,-0.06635681863805444,8
mistake,0.07765814807766962,5
grave,0.07628789044857359,2
strike,-0.0748127232077018,1
Ruth,-0.0942633030039071,1
close,-0.11828823478956295,1
chairman,-0.11498451388743511,4
Steele,0.0910405611631624,3
hasty,0.10510190139565771,1
humiliate,0.09482510556899197,1
across,-0.06351858367085814,2
saw,-0.06154390938304257,2
desperate,0.2183449071119402,2
allegation,-0.12150811270515242,6
Post,-0.063876986315334,1
accountable,0.1399903352559856,1
should,0.09229003923078204,14
effect,-0.02513414427465081,3
historically,0.08714068119043347,1
unique,-0.06646126439301657,1
certainly,0.04785216029386216,1
wasn,0.009953783846748568,4
30,-0.04954127930459839,4
More,-0.014531818459031003,1
policy,0.012038932615878935,7
safety,-0.13416038789492293,1
gun,0.09592487748457833,7
generation,0.0994423938420564,3
condescend,0.3937101692184261,1
vice,0.05996316784505699,2
WVLK,-0.036740435138879556,1
discriminatory,0.2074275633556038,2
previously,-0.11684391683896993,3
finally,0.1925453364517652,3
News,0.11871407285984584,2
warn,-0.12237172401489907,2
website,-0.10822823198710796,1
America,0.08516578115575163,11
Jewish,0.15348488626106105,3
voice,-0.08826827161060899,2
nag,0.0749836026904994,1
Lawmakers,-0.1755101588483629,2
truly,0.16477260807690067,1
rule,-0.0142330556030556,3
claimed,0.0022603349578651857,4
him,0.04825492570546627,9
Minutes,0.07394574582908642,1
lawlessness,0.39784263761856997,1
country,0.10776782328529544,8
belie,0.23776212785795756,1
mail,-0.08986662071952521,2
detail,-0.11820742807956887,6
trade,-0.08353073940615305,1
She,-0.09022623718826206,9
ask,-0.12686046175366902,14
Intelligence,-0.14630321036408223,1
point,0.03611738827917271,3
shame,0.306480727082534,2
run,-0.055771239298142504,5
flirt,0.05645932454782154,2
ahead,-0.050719636869957875,1
communist,0.06551558025206189,2
storm,0.010122907457203026,3
shore,-0.1093942876101348,1
measure,-0.11147523745827972,4
perhaps,-0.09787396323123859,2
Not,0.19528715542860525,4
single,0.08532179935857791,3
cut,0.037737334574305774,3
opposition,0.012261407612502237,3
adamant,0.04671298821376475,2
any,0.03440122723588948,8
Act,-0.10346591272459334,5
legalization,-0.008815751978772898,3
apology,-0.13012045740166192,3
disdainful,0.11855556309334128,2
correspond,-0.09526667771693426,1
voluntary,-0.09254140825883098,2
her,0.04898488446035213,9
rat,0.19692935924725805,1
audience,0.10151627883772031,1
top,0.06836122748837403,3
harm,0.10639128648184625,3
good,-0.006121389983434848,5
henchman,0.0702140241568979,5
surround,0.058286292192391016,1
National,0.014157252567342038,2
sic,0.044604541483738526,1
untrustworthy,0.04333240889256599,1
Hillary,0.11869979236006087,4
waffle,0.0349262166327872,1
detain,-0.07486559395418259,1
vendetta,0.17521587631471197,2
Congressman,0.09269254302460557,3
truth,0.07404207111523772,1
driven,0.07953803928309569,2
democracy,0.11466241069879231,5
deserves,0.11066905377195632,1
depends,-0.09970662203734786,1
security,-0.05997155962084986,3
particular,-0.008029340026847876,3
patronize,0.12671501242777689,1
courtly,0.0885619752669217,1
singe,0.08033214394798632,1
wither,0.10383615988822252,2
hug,-0.02748711005245348,1
shook,-0.013203876442977958,1
hand,0.011204377008893299,5
Neoconservative,0.12768922451805173,1
Rubio,0.12853484792415906,5
War,0.06827678994960483,1
doctrine,0.05817560256171195,1
then,-0.09258352578547491,3
characterize,-0.09658845296839064,2
tenacity,0.08001169611112798,3
eccentric,0.09549784977816782,1
disgust,0.08982802826171257,1
high,0.023277593406142067,4
include,-0.09317250196623256,13
Echoing,0.1138584496375692,1
F,0.1105412845105101,2
Mueller,0.1111196528768817,3
big,0.07673631360290128,3
crow,0.531541574692989,1
six,-0.13953076738478767,2
gather,-0.10036297730227085,1
apologize,-0.1765058718370912,3
into,0.0407500819285182,9
morass,0.08633751030688859,1
pension,-0.0705168875614822,1
interview,-0.10635984902505811,9
utter,0.10398729362867258,1
dismay,0.15622633965965205,1
After,-0.1786692530567253,1
quipped,-0.07885707924355341,1
feisty,0.08618983993593649,2
disregard,0.10327814008899866,4
disdain,0.054749184671747386,2
rating,-0.1552225131842757,1
Judge,0.05304058937144799,1
bloody,0.15982241676234585,2
hold,-0.02382787118374663,2
admit,-0.09408297183171643,4
Santorum,0.18944362252583358,3
therefore,0.06229695396902401,1
criminal,0.14013989549504582,4
praise,-0.13074146506379125,7
irresponsible,0.09188895130716455,4
buddy,0.09336679588501426,1
patriotic,0.07096156494326539,1
Violence,-0.11514337796124421,1
unacceptable,-0.03605039501802269,2
term,-0.12322032678535952,2
possible,-0.10341921765385503,3
Congress,0.1478429111116973,6
bottom,0.05922568111267275,2
no,0.10550388657369088,18
process,-0.12307673005602487,2
fair,0.03312839326471014,2
absolutely,0.08172366410727906,2
believe,-0.06723660898858172,7
experience,-0.14281718814597064,3
recognize,-0.19198116788968642,2
intolerant,0.13253198941703456,1
religion,0.12529960061707784,3
clear,-0.08950122397951606,4
Department,-0.10278530743464519,6
insane,0.1495343997291944,2
crime,0.07054992923378102,6
aim,-0.07556617012338786,2
church,0.07933394411620628,1
usher,-0.1222061161686291,1
carnage,0.11629470249123496,1
United,-0.014413178539768586,2
recommend,-0.12265128781855424,1
Comey,-0.06674186734672677,2
Lauten,-0.08754301214590199,2
teenager,0.06977319944459451,1
sexist,0.3238150755266955,3
editor,-0.08141176446871995,2
many,-0.024250097786790683,5
govern,0.13462888951404606,1
text,-0.10195125077263074,4
colorful,-0.09875454910156188,1
difficult,-0.14677660751132438,3
cringe,0.08047820721005515,1
cancel,-0.028288840351663316,3
derail,0.1401539137148699,1
issue,-0.1333537018339872,10
St,-0.08639478845477636,1
Service,-0.07738971581094922,1
hammer,0.07192631597819046,1
soundly,0.0450707925228702,1
Sean,-0.1783757523139578,1
host,-0.1242731724209856,5
spirit,0.12909249902977343,1
corporate,0.10166925006962832,1
privacy,-0.09855997193952447,1
v,-0.09733739514752589,1
mistaken,0.11488418355326391,2
Latinos,0.024634105260910463,1
outrageous,0.20781769659347094,6
appalled,0.0799900960545178,2
James,-0.0995831926702056,2
derision,0.16610644856555742,1
McConnell,0.08402650488091656,4
Schumer,0.0372948166534717,4
voiced,-0.20585867755162632,1
competitor,-0.10118455088814002,1
individual,-0.08115960322423446,1
throw,0.1568141684792027,1
balcony,-0.0942915491491302,1
reflect,-0.12056000746237296,1
didn,0.051125237491051044,6
draft,-0.16503378588274412,1
Morell,-0.10832217619292885,2
threat,0.028994133035285603,3
Hoax,0.7071841747893561,1
total,0.17142617278318736,1
pale,0.1693388305656271,1
beyond,0.08500268650440176,1
testy,0.17966939891467737,3
grant,-0.13891609210077727,3
York,-0.0614919725764248,3
maelstrom,0.15971839788574266,1
controversy,-0.12907747603850023,4
Now,0.10083193293907515,2
end,-0.05555480575586807,9
unfair,0.08174362369574167,2
Birthright,0.05134122169506258,1
cost,0.09089404175455627,3
vindictive,0.2560657070263774,3
abuse,0.06042437911897201,5
barely,0.04799565671114466,3
Labrador,-0.007041943603688823,2
while,-0.07145990153231584,4
promote,0.1381909768627162,2
anything,-0.01948011390368655,2
Huntsman,-0.07632361268413923,1
M,-0.07735318790477176,2
self,0.048228356966333874,3
body,-0.07647129871966456,1
extremist,0.4754689223518772,1
look,-0.12508183239879797,3
spoke,-0.16055929427321625,2
announcement,-0.08064800146427142,2
Mark,-0.09202246597922673,2
Hutchinson,-0.01163006469652949,3
Jail,0.20568672931614218,1
early,-0.06763280675581564,2
damage,0.12904867816347507,5
actually,0.07858415327807985,2
Bill,-0.031206797868463983,2
county,-0.030106642534061614,1
transport,-0.02936488480428572,1
town,-0.023545048883171597,1
surrender,0.126658746738636,1
remarkable,0.097878501340923,1
politician,0.1659618828898268,4
bill,-0.10972534244869314,9
severe,0.10974923399299615,1
lash,0.26378855510526544,2
post,-0.10660735521970895,7
resort,0.0035383633873447423,2
fluctuate,-0.06224153307787927,1
idiot,0.3980032026329937,1
our,0.04917789787718371,11
